,Customer ID,Gender,Age,Under 30,Senior Citizen,Tenure in Months,Contract,Internet Service,Avg Monthly Long Distance Charges,Monthly Charge,Total Charges,Satisfaction Score,CLTV,Customer Status
1571,2153-MREFK,Female,55,No,No,37,One Year,Yes,30.16,99.2,3754.6,1,3599,Churned
1572,3106-ULWFW,Female,32,No,No,8,Month-to-Month,Yes,26.41,85.2,627.4,1,2887,Churned
1573,0925-VYDLG,Female,40,No,No,3,Month-to-Month,Yes,17.87,75.25,242.0,3,5898,Churned
1574,4349-GFQHK,Male,30,No,No,1,Month-to-Month,Yes,25.39,54.35,54.35,3,4212,Churned
1575,7802-EFKNY,Male,37,No,No,5,Month-to-Month,Yes,0.0,24.95,100.4,1,5865,Churned
1576,8035-BUYVG,Male,39,No,No,40,One Year,Yes,0.0,42.35,1716.45,1,5422,Churned
1577,9787-XVQIU,Male,38,No,No,1,Month-to-Month,Yes,39.44,75.3,75.3,3,3596,Churned
1578,8945-MUQUF,Male,22,Yes,No,51,One Year,Yes,44.77,94.8,4837.6,3,5074,Churned
1579,3023-GFLBR,Female,63,No,No,33,Month-to-Month,Yes,14.34,86.15,2745.7,2,3336,Churned
1580,0524-IAVZO,Female,25,Yes,No,30,Month-to-Month,Yes,4.82,85.0,2624.25,2,3698,Churned
1581,2737-YNGYW,Female,29,Yes,No,2,Month-to-Month,Yes,33.89,80.55,184.1,3,2856,Churned
1582,5159-YFPKQ,Female,37,No,No,2,Month-to-Month,Yes,24.31,75.8,160.75,1,5270,Churned
1583,7927-AUXBZ,Female,45,No,No,30,Month-to-Month,Yes,9.34,85.15,2555.9,2,4417,Churned
1584,7619-ODSGN,Male,63,No,No,24,Month-to-Month,Yes,17.27,54.75,1338.15,1,5699,Churned
1585,2514-GINMM,Male,60,No,No,1,Month-to-Month,Yes,48.97,79.5,79.5,2,4490,Churned
1586,2659-VXMWZ,Male,58,No,No,67,One Year,Yes,29.24,111.3,7482.1,3,4146,Churned
1587,4285-GYRQC,Female,63,No,No,7,Month-to-Month,Yes,44.66,86.25,587.1,2,3344,Churned
1588,8337-MSSXB,Female,64,No,No,14,Month-to-Month,Yes,29.3,86.3,1180.95,2,3677,Churned
1589,8182-BJDSI,Female,56,No,No,28,Month-to-Month,Yes,30.28,89.95,2625.55,1,2468,Churned
1590,2482-CZGBB,Male,41,No,No,10,Month-to-Month,Yes,27.28,70.0,740.0,1,3156,Churned
1591,0866-QLSIR,Female,53,No,No,34,One Year,Yes,34.41,64.4,2088.75,2,5189,Churned
1592,7181-BQYBV,Female,52,No,No,1,Month-to-Month,Yes,25.88,102.45,102.45,1,4811,Churned
1593,6204-IEUXJ,Female,30,No,No,3,Month-to-Month,Yes,40.67,80.1,217.55,3,4330,Churned
1594,4529-CKBCL,Female,51,No,No,2,Month-to-Month,Yes,49.79,80.2,146.05,2,4381,Churned
1595,2506-CLAKW,Female,20,Yes,No,6,Month-to-Month,Yes,20.26,98.15,567.45,1,3578,Churned
1596,1583-IHQZE,Male,60,No,No,12,Month-to-Month,Yes,16.45,112.95,1384.75,2,3965,Churned
1597,0151-ONTOV,Female,43,No,No,1,Month-to-Month,Yes,39.81,70.9,70.9,1,4739,Churned
1598,0320-JDNQG,Male,28,Yes,No,23,Month-to-Month,Yes,37.95,99.85,2331.3,1,3425,Churned
1599,7180-PISOG,Male,41,No,No,1,Month-to-Month,Yes,36.44,74.5,74.5,3,5554,Churned
1600,3571-RFHAR,Male,60,No,No,65,Month-to-Month,Yes,9.36,109.15,6941.2,2,6001,Churned
1601,9578-VRMNM,Female,48,No,No,16,Month-to-Month,Yes,47.45,65.2,1043.35,1,4722,Churned
1602,6140-QNRQQ,Male,42,No,No,1,Month-to-Month,Yes,17.27,71.55,71.55,1,5739,Churned
1603,4307-KTUMW,Male,27,Yes,No,53,Month-to-Month,Yes,31.24,93.9,5029.2,1,5543,Churned
1604,7470-MCQTK,Female,42,No,No,13,Month-to-Month,Yes,0.0,48.75,633.4,2,2655,Churned
1605,7488-MXJIV,Female,63,No,No,4,Month-to-Month,Yes,43.32,85.65,321.65,1,3223,Churned
1606,2027-FECZV,Male,44,No,No,12,Month-to-Month,Yes,25.19,106.7,1253.9,2,2406,Churned
1607,2672-DZUOY,Male,46,No,No,1,Month-to-Month,Yes,0.0,25.15,25.15,1,5386,Churned
1608,3870-MQAMG,Female,21,Yes,No,54,One Year,Yes,2.18,110.35,5893.15,1,6189,Churned
1609,4800-CZMPC,Female,24,Yes,No,48,One Year,Yes,6.36,103.25,5037.55,1,4736,Churned
1610,7377-DMMRI,Male,35,No,No,2,Month-to-Month,Yes,13.73,47.8,92.45,1,4134,Churned
1611,8949-JTMAY,Female,49,No,No,29,Month-to-Month,Yes,27.75,98.6,2933.2,1,5144,Churned
1612,3211-ILJTT,Male,35,No,No,17,Month-to-Month,Yes,13.68,70.4,1214.05,1,4469,Churned
1613,5103-MHMHY,Female,49,No,No,1,Month-to-Month,Yes,46.17,45.95,45.95,1,4563,Churned
1614,0235-KGSLC,Female,45,No,No,1,Month-to-Month,Yes,33.34,85.55,85.55,2,3967,Churned
1615,2884-GBPFB,Female,61,No,No,35,Month-to-Month,Yes,10.43,70.3,2416.55,3,5413,Churned
1616,5136-KCKGI,Female,22,Yes,No,33,One Year,Yes,41.61,103.7,3467.0,2,4461,Churned
1617,3722-WPXTK,Male,23,Yes,No,1,Month-to-Month,Yes,14.26,88.35,88.35,1,4254,Churned
1618,2929-ERCFZ,Female,22,Yes,No,8,Month-to-Month,Yes,38.83,94.2,777.3,1,2939,Churned
1619,7548-SEPYI,Female,62,No,No,5,Month-to-Month,Yes,32.12,96.25,512.45,2,5056,Churned
1620,8835-VSDSE,Female,28,Yes,No,2,Month-to-Month,Yes,9.76,70.7,141.45,2,4559,Churned
1621,1623-NLDOT,Female,55,No,No,42,One Year,Yes,0.0,33.55,1445.3,2,2044,Churned
1622,5236-PERKL,Female,38,No,No,57,Two Year,Yes,48.86,112.95,6465.0,1,4738,Churned
1623,7854-FOKSF,Male,54,No,No,1,Month-to-Month,Yes,0.0,35.9,35.9,1,4747,Churned
1624,2519-FAKOD,Male,30,No,No,38,Month-to-Month,Yes,31.27,99.25,3777.15,1,5274,Churned
1625,7089-IVVAZ,Female,26,Yes,No,8,Month-to-Month,Yes,19.68,103.35,847.3,1,2363,Churned
1626,9492-TOKRI,Female,55,No,No,18,Month-to-Month,Yes,13.65,90.0,1527.35,1,2708,Churned
1627,3325-FUYCG,Male,58,No,No,28,One Year,Yes,9.62,106.1,2847.4,1,3770,Churned
1628,8481-YYXWG,Female,30,No,No,5,Month-to-Month,Yes,10.11,89.35,461.7,3,4584,Churned
1629,2609-IAICY,Female,32,No,No,1,Month-to-Month,Yes,27.7,77.15,77.15,3,2756,Churned
1630,1740-CSDJP,Male,53,No,No,1,Month-to-Month,Yes,0.0,35.25,35.25,2,2548,Churned
1631,2636-OHFMN,Male,26,Yes,No,4,Month-to-Month,Yes,0.0,48.55,201.0,2,3955,Churned
1632,1323-OOEPC,Female,45,No,No,53,Month-to-Month,Yes,41.74,98.4,5149.5,2,6481,Churned
1633,9921-ZVRHG,Female,44,No,No,14,Month-to-Month,Yes,1.19,80.45,1072.0,1,4155,Churned
1634,4701-MLJPN,Male,60,No,No,31,Month-to-Month,Yes,1.53,55.25,1715.65,3,2933,Churned
1635,9206-GVPEQ,Male,28,Yes,No,13,Month-to-Month,Yes,0.0,54.45,706.85,1,5212,Churned
1636,1596-BBVTG,Male,53,No,No,35,Month-to-Month,Yes,25.04,75.35,2636.05,3,2785,Churned
1637,8433-WXGNA,Male,55,No,No,2,Month-to-Month,Yes,42.16,75.7,189.2,1,4676,Churned
1638,3707-GNWHM,Male,28,Yes,No,1,Month-to-Month,Yes,21.8,74.25,74.25,1,4750,Churned
1639,5766-ZJYBB,Male,52,No,No,1,Month-to-Month,No,3.14,19.4,19.4,2,4152,Churned
1640,8931-GJJIQ,Female,46,No,No,9,Month-to-Month,Yes,29.7,83.3,803.3,2,3520,Churned
1641,4277-PVRAN,Female,34,No,No,8,Month-to-Month,Yes,36.39,80.1,679.3,1,5071,Churned
1642,0203-HHYIJ,Male,62,No,No,25,One Year,No,5.57,25.3,676.35,3,3779,Churned
1643,0952-KMEEH,Male,46,No,No,13,Month-to-Month,Yes,3.36,98.15,1230.25,1,5525,Churned
1644,8178-EYZUO,Male,48,No,No,46,Month-to-Month,Yes,15.78,93.7,4154.8,1,3378,Churned
1645,3230-WYKIR,Male,36,No,No,18,One Year,Yes,12.5,82.0,1425.45,1,3306,Churned
1646,0407-BDJKB,Male,59,No,No,60,Month-to-Month,Yes,35.22,95.75,5742.9,2,4129,Churned
1647,9600-UDOPK,Male,33,No,No,30,Month-to-Month,Yes,10.5,94.05,2866.45,3,4095,Churned
1648,4074-SJFFA,Female,44,No,No,1,Month-to-Month,Yes,13.01,54.75,54.75,3,2614,Churned
1649,4910-GMJOT,Female,56,No,No,1,Month-to-Month,Yes,1.17,94.6,94.6,1,4033,Churned
1650,4323-SADQS,Male,61,No,No,7,Month-to-Month,Yes,0.0,34.5,279.25,1,3520,Churned
1651,4446-BZKHU,Male,44,No,No,61,Month-to-Month,Yes,45.7,105.55,6281.45,1,5011,Churned
1652,5202-IVJNU,Female,56,No,No,39,Month-to-Month,Yes,0.0,30.1,1131.3,3,3106,Churned
1653,5976-JCJRH,Male,36,No,No,10,Month-to-Month,Yes,31.72,70.3,738.2,3,2162,Churned
1654,0137-OCGAB,Female,25,Yes,No,1,Month-to-Month,Yes,1.23,80.2,80.2,3,3056,Churned
1655,3351-NQLDI,Female,41,No,No,67,One Year,Yes,30.94,94.35,6341.45,1,4348,Churned
1656,7593-JNWRU,Male,61,No,No,6,Month-to-Month,Yes,49.2,44.6,260.8,2,4525,Churned
1657,4588-YBNIB,Female,24,Yes,No,1,Month-to-Month,No,5.36,19.6,19.6,2,4205,Churned
1658,5028-GZLDO,Male,21,Yes,No,2,Month-to-Month,Yes,36.06,70.7,140.7,1,5317,Churned
1659,6877-TJMBR,Male,21,Yes,No,1,Month-to-Month,Yes,37.83,84.8,84.8,3,2627,Churned
1660,6769-DCQLI,Male,21,Yes,No,52,One Year,Yes,49.29,105.0,5426.85,2,4630,Churned
1661,2433-KMEAS,Male,62,No,No,22,Month-to-Month,Yes,7.28,54.45,1127.35,1,2445,Churned
1662,2195-ZRVAX,Female,40,No,No,47,Month-to-Month,Yes,44.26,85.3,4045.65,2,3631,Churned
1663,3550-SAHFP,Female,51,No,No,33,Month-to-Month,Yes,20.29,83.35,2757.85,2,5456,Churned
1664,2011-TRQYE,Male,59,No,No,18,Month-to-Month,Yes,0.0,33.5,600.0,2,5474,Churned
1665,4873-ILOLJ,Male,64,No,No,24,Month-to-Month,Yes,32.49,90.35,2238.5,1,5546,Churned
1666,2725-KXXWT,Male,26,Yes,No,1,Month-to-Month,Yes,23.06,90.75,90.75,3,5460,Churned
1667,9565-DJPIB,Female,64,No,No,4,Month-to-Month,Yes,36.76,89.6,365.65,1,4689,Churned
1668,8348-HFYIV,Male,21,Yes,No,2,Month-to-Month,Yes,0.0,49.25,90.35,3,5775,Churned
1669,6849-WLEYG,Male,43,No,No,1,Month-to-Month,No,11.91,19.75,19.75,3,2611,Churned
1670,4659-NZRUF,Female,64,No,No,19,Month-to-Month,Yes,32.87,95.15,1789.25,3,5830,Churned
1671,8429-XIBUM,Male,44,No,No,22,Month-to-Month,Yes,10.33,101.35,2317.1,1,4694,Churned
1672,2608-BHKFN,Female,46,No,No,4,Month-to-Month,Yes,12.58,70.05,266.9,1,3600,Churned
1673,7341-LXCAF,Male,24,Yes,No,4,Month-to-Month,Yes,48.64,74.65,301.4,1,4013,Churned
1674,9462-MJUAW,Male,60,No,No,4,Month-to-Month,Yes,30.44,50.4,206.6,1,4399,Churned
1675,8128-YVJRG,Female,61,No,No,7,Month-to-Month,Yes,40.32,79.65,604.7,1,4513,Churned
1676,1569-TTNYJ,Male,55,No,No,5,Month-to-Month,Yes,1.16,78.75,412.1,2,3401,Churned
1677,4749-VFKVB,Female,47,No,No,1,Month-to-Month,Yes,46.49,50.1,50.1,2,4778,Churned
1678,7598-UAASY,Male,19,Yes,No,2,Month-to-Month,Yes,20.5,76.4,151.8,1,4340,Churned
1679,7938-OUHIO,Male,28,Yes,No,3,Month-to-Month,Yes,32.76,98.7,293.65,3,3916,Churned
1680,0431-APWVY,Female,37,No,No,28,One Year,Yes,18.31,90.1,2598.95,3,5958,Churned
1681,3426-NIYYL,Male,47,No,No,15,Month-to-Month,Yes,3.15,51.55,765.5,2,2087,Churned
1682,3387-VATUS,Male,44,No,No,5,Month-to-Month,Yes,40.15,94.85,462.8,3,5701,Churned
1683,1143-NMNQJ,Female,39,No,No,2,Month-to-Month,Yes,14.07,85.7,169.8,2,2187,Churned
1684,0415-MOSGF,Female,58,No,No,1,Month-to-Month,Yes,26.53,44.4,44.4,2,3204,Churned
1685,2495-INZWQ,Male,44,No,No,4,Month-to-Month,Yes,0.0,44.55,174.3,2,5605,Churned
1686,4139-SUGLD,Male,41,No,No,31,Month-to-Month,Yes,0.0,35.4,1077.5,1,2067,Churned
1687,6857-VWJDT,Female,45,No,No,1,Month-to-Month,Yes,32.33,95.65,95.65,2,3473,Churned
1688,5624-BQSSA,Female,19,Yes,No,1,Month-to-Month,No,40.48,20.95,20.95,1,4285,Churned
1689,5577-OTWWW,Female,54,No,No,15,Month-to-Month,No,39.84,19.75,297.3,2,2428,Churned
1690,6100-QQHEB,Male,42,No,No,17,Month-to-Month,Yes,17.71,92.55,1515.1,3,5775,Churned
1691,2691-NZETQ,Male,28,Yes,No,9,Month-to-Month,Yes,49.14,85.35,758.6,2,2752,Churned
1692,4404-HIBDJ,Female,48,No,No,25,One Year,Yes,1.37,74.3,1863.8,1,5175,Churned
1693,7295-JOMMD,Female,34,No,No,4,Month-to-Month,Yes,5.63,98.1,396.3,1,2895,Churned
1694,5013-SBUIH,Female,63,No,No,50,Two Year,Yes,27.7,109.65,5551.15,1,5855,Churned
1695,6023-YEBUP,Male,32,No,No,3,Month-to-Month,Yes,11.94,100.95,329.95,1,5351,Churned
1696,7209-JCUDS,Male,25,Yes,No,10,Month-to-Month,Yes,40.22,94.9,1048.85,1,2832,Churned
1697,6158-DWPZT,Male,53,No,No,9,One Year,Yes,0.0,24.1,259.8,2,3195,Churned
1698,3763-GCZHZ,Male,23,Yes,No,66,One Year,Yes,20.07,104.05,6890.0,2,5504,Churned
1699,0772-GYEQQ,Male,33,No,No,3,Month-to-Month,Yes,49.4,88.35,262.05,2,5202,Churned
1700,4831-EOBFE,Male,43,No,No,29,Month-to-Month,Yes,40.49,94.65,2649.15,1,5150,Churned
1701,9170-GYZJC,Female,42,No,No,41,Month-to-Month,Yes,45.26,79.9,3326.2,1,4734,Churned
1702,2002-MZHWP,Female,24,Yes,No,1,Month-to-Month,No,26.12,20.5,20.5,2,3820,Churned
1703,2004-OCQXK,Female,44,No,No,1,Month-to-Month,Yes,44.94,81.95,81.95,1,5622,Churned
1704,5027-QPKTE,Male,39,No,No,7,Month-to-Month,Yes,14.75,69.35,451.1,1,4292,Churned
1705,2672-HUYVI,Female,53,No,No,6,Month-to-Month,Yes,11.81,91.1,455.3,2,2266,Churned
1706,7508-MYBOG,Male,20,Yes,No,14,Month-to-Month,Yes,7.26,86.1,1235.55,1,2177,Churned
1707,0148-DCDOS,Male,41,No,No,25,Month-to-Month,Yes,34.88,94.7,2362.1,1,5641,Churned
1708,9992-RRAMN,Male,40,No,No,22,Month-to-Month,Yes,16.2,85.1,1873.7,1,5248,Churned
1709,0310-MVLET,Female,63,No,No,61,Month-to-Month,Yes,49.33,99.15,6010.05,3,5612,Churned
1710,5696-QURRL,Male,31,No,No,1,Month-to-Month,Yes,13.84,45.05,45.05,3,2644,Churned
1711,0495-RVCBF,Female,39,No,No,1,Month-to-Month,Yes,33.88,79.7,79.7,3,2066,Churned
1712,7854-EDSSA,Male,46,No,No,22,Month-to-Month,Yes,49.43,59.0,1254.7,3,2195,Churned
1713,8869-TORSS,Female,51,No,No,48,One Year,Yes,33.91,60.35,2896.4,1,2681,Churned
1714,2115-BFTIW,Male,52,No,No,25,Month-to-Month,Yes,24.91,70.95,1767.35,1,4881,Churned
1715,0611-DFXKO,Male,35,No,No,20,Month-to-Month,Yes,18.05,89.0,1820.45,2,4594,Churned
1716,7780-OTDSO,Male,51,No,No,18,Month-to-Month,Yes,11.3,99.4,1742.95,1,2421,Churned
1717,9747-DDZOS,Female,50,No,No,1,Month-to-Month,Yes,3.84,73.5,73.5,2,4378,Churned
1718,0564-JJHGS,Male,45,No,No,9,Month-to-Month,Yes,19.22,95.5,829.1,2,5007,Churned
1719,3348-CFRNX,Female,47,No,No,28,Month-to-Month,Yes,37.66,92.35,2602.9,1,2990,Churned
1720,1428-GTBJJ,Male,20,Yes,No,11,Month-to-Month,Yes,5.4,74.55,824.75,2,4601,Churned
1721,2249-YPRNG,Female,57,No,No,20,Month-to-Month,Yes,28.79,105.85,2239.65,2,4223,Churned
1722,7410-YTJIK,Female,35,No,No,7,Month-to-Month,Yes,18.1,75.45,480.75,1,2872,Churned
1723,4626-GYCZP,Male,60,No,No,7,Month-to-Month,Yes,15.51,93.85,635.6,1,3506,Churned
1724,5590-BYNII,Male,51,No,No,22,Month-to-Month,Yes,35.93,100.75,2095.0,2,4152,Churned
1725,3237-AJGEH,Female,43,No,No,3,Month-to-Month,Yes,0.0,31.0,95.05,3,5122,Churned
1726,1591-NFNLQ,Male,38,No,No,51,Month-to-Month,Yes,5.62,80.0,4242.35,3,4769,Churned
1727,0596-BQCEQ,Female,32,No,No,62,Month-to-Month,Yes,48.58,100.15,6283.3,1,4120,Churned
1728,1481-ZUWZA,Male,52,No,No,28,Month-to-Month,Yes,35.52,94.5,2659.4,1,5433,Churned
1729,2309-OSFEU,Male,42,No,No,10,Month-to-Month,Yes,0.0,33.9,298.45,1,2529,Churned
1730,7613-LLQFO,Male,41,No,No,12,Month-to-Month,Yes,12.36,84.45,1059.55,2,3330,Churned
1731,2640-PMGFL,Male,35,No,No,27,Month-to-Month,Yes,24.72,79.5,2180.55,1,2518,Churned
1732,3801-HMYNL,Male,44,No,No,1,Month-to-Month,Yes,32.35,89.15,89.15,1,3123,Churned
1733,4484-CGXFK,Female,45,No,No,3,Month-to-Month,Yes,25.96,55.3,196.15,1,3190,Churned
1734,6214-EDAKZ,Female,32,No,No,22,Month-to-Month,Yes,5.26,55.15,1206.05,2,5115,Churned
1735,6127-ISGTU,Female,34,No,No,16,Month-to-Month,Yes,6.82,84.95,1378.25,3,3075,Churned
1736,8740-XLHDR,Male,30,No,No,5,Month-to-Month,Yes,0.0,43.25,219.0,2,5824,Churned
1737,1208-DNHLN,Male,60,No,No,23,One Year,Yes,5.8,48.35,1067.15,2,4580,Churned
1738,1761-AEZZR,Male,59,No,No,1,Month-to-Month,Yes,4.04,79.55,79.55,2,5593,Churned
1739,7120-RFMVS,Male,31,No,No,1,Month-to-Month,Yes,6.89,84.5,84.5,2,4340,Churned
1740,7317-GGVPB,Male,57,No,No,71,Two Year,Yes,5.76,108.6,7690.9,1,4982,Churned
1741,1322-AGOQM,Male,57,No,No,46,Month-to-Month,Yes,0.0,30.3,1380.1,2,2243,Churned
1742,5692-FPTAH,Female,32,No,No,1,Month-to-Month,Yes,38.31,45.4,45.4,2,2168,Churned
1743,1550-LOAHA,Female,53,No,No,32,Month-to-Month,Yes,37.48,84.15,2585.95,2,4017,Churned
1744,0268-QKIWO,Female,41,No,No,3,Month-to-Month,No,24.63,19.75,58.85,3,2647,Churned
1745,0876-WDUUZ,Female,62,No,No,5,Month-to-Month,Yes,43.51,85.4,425.9,2,3716,Churned
1746,0617-FHSGK,Male,62,No,No,49,Month-to-Month,Yes,19.08,75.2,3678.3,2,5283,Churned
1747,2858-MOFSQ,Female,50,No,No,17,One Year,Yes,24.31,55.85,937.5,2,5472,Churned
1748,7005-CCBKV,Male,53,No,No,6,Month-to-Month,Yes,21.97,84.4,556.35,3,4539,Churned
1749,4250-FDVOU,Female,44,No,No,6,Month-to-Month,Yes,17.18,56.25,389.1,1,4110,Churned
1750,2141-RRYGO,Female,51,No,No,4,Month-to-Month,Yes,10.64,68.65,261.25,3,5274,Churned
1751,6376-GAHQE,Male,48,No,No,4,Month-to-Month,Yes,42.8,77.85,299.2,2,2140,Churned
1752,5052-PNLOS,Male,50,No,No,3,Month-to-Month,Yes,13.83,105.35,323.25,3,3662,Churned
1753,6979-ZNSFF,Female,48,No,No,8,Month-to-Month,Yes,45.59,87.05,762.1,1,2545,Churned
1754,2386-LAHRK,Male,22,Yes,No,1,Month-to-Month,Yes,14.58,53.5,53.5,1,5094,Churned
1755,6032-IGALN,Female,35,No,No,1,Month-to-Month,Yes,0.0,25.1,25.1,1,4769,Churned
1756,0516-WJVXC,Female,21,Yes,No,5,Month-to-Month,Yes,3.61,54.2,308.25,1,5476,Churned
1757,8809-RIHDD,Male,47,No,No,72,Two Year,Yes,3.07,103.4,7372.65,3,5055,Churned
1758,4822-NGOCH,Female,60,No,No,13,Month-to-Month,Yes,21.88,84.45,1058.6,2,5801,Churned
1759,1432-FPAXX,Female,53,No,No,29,Month-to-Month,Yes,0.0,30.6,856.35,2,3615,Churned
1760,3884-HCSWG,Female,51,No,No,17,Month-to-Month,Yes,7.66,70.0,1144.5,1,4390,Churned
1761,5077-DXTCG,Female,37,No,No,1,Month-to-Month,Yes,26.41,45.3,45.3,1,2293,Churned
1762,1142-WACZW,Male,64,No,No,2,Month-to-Month,Yes,0.0,29.85,75.6,2,4268,Churned
1763,4892-VLANZ,Male,40,No,No,1,Month-to-Month,No,9.66,19.8,19.8,3,5600,Churned
1764,2919-HBCJO,Female,36,No,No,4,Month-to-Month,Yes,24.09,76.65,333.6,1,4580,Churned
1765,4236-XPXAV,Female,45,No,No,5,Month-to-Month,Yes,9.23,99.15,465.05,2,2283,Churned
1766,3030-YZADT,Male,57,No,No,9,Month-to-Month,Yes,2.88,44.95,431.0,1,5023,Churned
1767,7410-KTVFV,Male,53,No,No,18,Month-to-Month,Yes,19.05,49.55,878.35,1,2815,Churned
1768,8393-DLHGA,Male,55,No,No,25,Month-to-Month,Yes,5.27,95.9,2448.75,1,2241,Churned
1769,2834-SPCJV,Male,40,No,No,52,Month-to-Month,Yes,38.37,84.1,4348.65,1,6216,Churned
1770,0587-DMGBH,Female,48,No,No,8,Month-to-Month,Yes,37.79,49.85,365.55,3,2269,Churned
1771,3523-QRQLL,Female,22,Yes,No,22,One Year,Yes,35.04,69.5,1498.2,2,5922,Churned
1772,0895-DQHEW,Male,47,No,No,54,Month-to-Month,Yes,35.46,104.3,5278.15,1,4019,Churned
1773,8149-RSOUN,Female,49,No,No,1,Month-to-Month,Yes,16.15,93.85,93.85,3,3014,Churned
1774,7250-EQKIY,Female,47,No,No,1,Month-to-Month,Yes,9.73,50.45,50.45,2,2426,Churned
1775,4013-UBXWQ,Female,33,No,No,7,Month-to-Month,Yes,48.82,74.65,521.1,3,4612,Churned
1776,5519-NPHVG,Female,53,No,No,12,Month-to-Month,Yes,12.75,94.2,1046.1,3,3975,Churned
1777,8849-GYOKR,Female,59,No,No,54,One Year,Yes,8.83,106.55,5763.3,1,4893,Churned
1778,3148-BLQJT,Male,33,No,No,1,Month-to-Month,No,16.81,20.1,20.1,1,5747,Churned
1779,0461-CVKMU,Female,45,No,No,23,Month-to-Month,Yes,38.81,83.8,1900.25,1,5737,Churned
1780,8806-EAGWC,Male,25,Yes,No,3,Month-to-Month,Yes,22.77,55.15,159.15,2,5698,Churned
1781,4183-WCSEP,Male,46,No,No,31,Month-to-Month,Yes,34.38,78.45,2435.15,1,3091,Churned
1782,5498-TXHLF,Female,39,No,No,34,Month-to-Month,Yes,40.78,87.45,2874.15,3,3358,Churned
1783,9722-UJOJR,Male,36,No,No,29,Month-to-Month,Yes,11.24,70.75,1974.8,1,2663,Churned
1784,6772-KSATR,Male,31,No,No,1,Month-to-Month,Yes,9.81,81.7,81.7,1,5574,Churned
1785,7112-OPOTK,Male,37,No,No,33,Month-to-Month,Yes,28.84,68.25,2171.15,2,5647,Churned
1786,4210-QFJMF,Female,41,No,No,4,Month-to-Month,Yes,36.91,79.15,317.25,1,5762,Churned
1787,5828-AVIPD,Male,29,Yes,No,19,One Year,Yes,5.93,100.95,1875.55,3,4072,Churned
1788,1086-LXKFY,Female,46,No,No,1,Month-to-Month,Yes,16.55,69.1,69.1,1,4779,Churned
1789,7774-OJSXI,Male,53,No,No,31,One Year,Yes,9.27,103.45,3066.45,3,5387,Churned
1790,7786-WBJYI,Female,31,No,No,4,Month-to-Month,Yes,30.95,77.95,305.55,2,5365,Churned
1791,5016-ETTFF,Male,46,No,No,10,Month-to-Month,Yes,0.0,29.5,255.25,3,3797,Churned
1792,3866-MDTUB,Female,64,No,No,2,Month-to-Month,Yes,26.93,70.75,146.9,1,3257,Churned
1793,0697-ZMSWS,Male,19,Yes,No,4,Month-to-Month,Yes,6.91,85.65,338.9,1,2330,Churned
1794,7593-XFKDI,Male,39,No,No,1,Month-to-Month,Yes,48.22,46.3,46.3,1,3017,Churned
1795,0337-CNPZE,Female,63,No,No,41,Month-to-Month,Yes,10.43,106.3,4443.45,2,5383,Churned
1796,1513-XNPPH,Female,36,No,No,12,Month-to-Month,Yes,17.46,89.4,1095.65,1,5047,Churned
1797,6347-DCUIK,Male,28,Yes,No,10,Month-to-Month,Yes,29.24,74.15,811.8,1,4231,Churned
1798,0897-FEGMU,Female,43,No,No,11,Month-to-Month,Yes,31.08,99.5,1056.95,3,5286,Churned
1799,7663-RGWBC,Male,44,No,No,1,Month-to-Month,Yes,8.77,44.15,44.15,1,4773,Churned
1800,1120-BMWUB,Female,36,No,No,16,Month-to-Month,Yes,6.86,53.9,834.15,3,5091,Churned
1801,9124-LHCJQ,Female,22,Yes,No,1,Month-to-Month,Yes,31.03,85.45,85.45,1,2318,Churned
1802,2235-ZGKPT,Female,36,No,No,4,Month-to-Month,Yes,12.88,50.85,239.55,1,5386,Churned
1803,3891-PUQOD,Female,40,No,No,1,Month-to-Month,Yes,13.58,59.2,59.2,1,5020,Churned
1804,0689-NKYLF,Male,42,No,No,13,Month-to-Month,Yes,35.4,83.2,1060.6,2,4028,Churned
1805,3658-KIBGF,Female,19,Yes,No,1,Month-to-Month,Yes,44.36,54.9,54.9,1,2833,Churned
1806,5519-YLDGW,Female,57,No,No,21,Month-to-Month,Yes,1.21,103.9,2254.2,1,3769,Churned
1807,4946-EDSEW,Female,35,No,No,11,Month-to-Month,No,29.01,19.25,180.3,1,5638,Churned
1808,8185-UPYBR,Male,33,No,No,6,Month-to-Month,Yes,21.23,75.5,438.0,1,5838,Churned
1809,4585-HETAI,Female,25,Yes,No,4,Month-to-Month,Yes,48.48,73.75,325.45,1,5026,Churned
1810,7526-BEZQB,Male,39,No,No,12,Month-to-Month,Yes,44.71,96.05,1148.1,1,2577,Churned
1811,4951-UKAAQ,Female,30,No,No,4,Month-to-Month,Yes,48.32,88.95,355.2,1,5948,Churned
1812,2108-YKQTY,Female,42,No,No,4,Month-to-Month,Yes,9.81,50.7,151.3,3,4930,Churned
1813,4918-QLLIW,Male,23,Yes,No,3,Month-to-Month,Yes,47.68,53.4,188.7,2,2755,Churned
1814,1625-JAIIY,Female,42,No,No,68,One Year,Yes,44.24,83.0,5685.8,1,4714,Churned
1815,2947-DOMLJ,Male,47,No,No,1,Month-to-Month,Yes,11.86,50.6,50.6,1,3677,Churned
1816,4112-LUEIZ,Male,55,No,No,10,Month-to-Month,Yes,12.78,89.5,863.1,3,4206,Churned
1817,4510-HIMLV,Male,50,No,No,1,Month-to-Month,Yes,22.86,69.8,69.8,2,4154,Churned
